ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,payee_name_original,payee_name,payee_com_code,payee_com_code_status_id,payee_comcd_relation_source_type_id,payee_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,balance_original,balance,paying_bank_name_original,paying_bank_name,paying_bank_name_code,paying_bank_branch_name,description_original,description,conf_registration_number,conf_payee_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_payee_name,coord_y_payee_name,coord_h_payee_name,coord_w_payee_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250724180000770,1,1,001,000080,202507,,,小林断裁,小林断裁,8319,30,30,20,令5・1・25,令5・1・25,令5・4・30,令5・4・30,909788,909788,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250724180000770,1,2,001,000080,202507,,,(有)西川製作所,(有)西川製作所,8310,30,30,20,令5・1・25,令5・1・25,令5・4・30,令5・4・30,424050,424050,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250724180000770,1,3,001,000080,202507,,,ヤシオ,ヤシオ,8320,30,30,20,令5・1・25,令5・1・25,令5・4・30,令5・4・30,222200,222200,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250724180000770,1,4,001,000080,202507,,,大東インキ(株),大東インキ(株),8348,30,30,20,令5・1・25,令5・1・25,令5・4・30,令5・4・30,694870,694870,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250724180000770,1,5,001,000080,202507,,,東京荷札印刷(株),東京荷札印刷(株),8300,30,30,20,令5・1・25,令5・1・25,令5・4・30,令5・4・30,432751,432751,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250724180000770,1,6,001,000080,202507,,,(株)ユウロード,(株)ユウロード,8321,30,30,20,令4・12・26,令4・12・26,令5・4・30,令5・4・30,233206,233206,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250724180000770,1,7,001,000080,202507,,,(株)鵬紙業,(株)鵬紙業,8301,30,30,20,令5・1・25,令5・1・25,令5・4・30,令5・4・30,3000000,3000000,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250724180000770,1,8,001,000080,202507,,,(株)鵬紙業,(株)鵬紙業,8301,30,30,20,令5・1・25,令5・1・25,令5・4・30,令5・4・30,19195,19195,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250724180000770,1,9,001,000080,202507,,,協同紙商事(株),協同紙商事(株),8399,30,30,20,令5・1・25,令5・1・25,令5・4・30,令5・4・30,3000000,3000000,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250724180000770,1,10,001,000080,202507,,,協同紙商事(株),協同紙商事(株),8399,30,30,20,令5・1・25,令5・1・25,令5・4・30,令5・4・30,687330,687330,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
20250724180000770,1,11,001,000080,202507,,,(株)深山,(株)深山,8357,30,30,20,令5・1・25,令5・1・25,令5・4・30,令5・4・30,2497394,2497394,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,11,,,testuser
20250724180000770,1,12,001,000080,202507,,,ゼネラルタック(株),ゼネラルタック(株),8322,30,30,20,令5・1・25,令5・1・25,令5・4・30,令5・4・30,187039,187039,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,12,,,testuser
20250724180000770,1,13,001,000080,202507,,,ウエノ(株),ウエノ(株),8303,30,30,20,令5・1・25,令5・1・25,令5・4・30,令5・4・30,1459557,1459557,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,13,,,testuser
20250724180000770,1,14,001,000080,202507,,,ウエノ(株),ウエノ(株),8303,30,30,20,令5・1・25,令5・1・25,令5・4・30,令5・4・30,1009800,1009800,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,14,,,testuser
20250724180000770,1,15,001,000080,202507,,,(株)チトセ,(株)チトセ,8323,30,30,20,令5・1・25,令5・1・25,令5・4・30,令5・4・30,258500,258500,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,15,,,testuser
20250724180000770,1,16,001,000080,202507,,,(株)美創,(株)美創,8305,30,30,20,令5・1・25,令5・1・25,令5・4・30,令5・4・30,490396,490396,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,16,,,testuser
20250724180000770,1,17,001,000080,202507,,,(株)岩井美術印刷,(株)岩井美術印刷,8306,30,30,20,令5・1・25,令5・1・25,令5・4・30,令5・4・30,512272,512272,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,17,,,testuser
