ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,payee_name_original,payee_name,payee_com_code,payee_com_code_status_id,payee_comcd_relation_source_type_id,payee_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,balance_original,balance,paying_bank_name_original,paying_bank_name,paying_bank_name_code,paying_bank_branch_name,description_original,description,conf_registration_number,conf_payee_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_payee_name,coord_y_payee_name,coord_h_payee_name,coord_w_payee_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250724180003000,1,1,001,000307,202507,,,トプレック(株),トプレック(株),8115,30,30,20,R4.11.25,R4.11.25,R5.5.31,R5.5.31,21329000,21329000,商工中金那覇,商工中金那覇,,,架装代,架装代,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250724180003000,1,2,001,000307,202507,,,極東開発工業(株),極東開発工業(株),8116,30,30,20,R4.11.25,R4.11.25,R5.9.30,R5.9.30,16505500,16505500,〃〃,〃〃,,,架装代,架装代,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250724180003000,1,3,001,000307,202507,,,日本車両製造(株),日本車両製造(株),8117,30,30,20,R5.2.27,R5.2.27,R5.6.30,R5.6.30,11308000,11308000,〃〃,〃〃,,,架装代,架装代,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250724180003000,1,4,001,000307,202507,,,(株)嘉数重工,(株)嘉数重工,8118,30,30,20,R5.3.27,R5.3.27,R5.6.30,R5.6.30,8471849,8471849,〃〃,〃〃,,,架装代,架装代,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250724180003000,1,5,001,000307,202507,,,沖縄ユアサ電池販売(株),沖縄ユアサ電池販売(株),8119,30,30,20,R5.1.25,R5.1.25,R5.4.30,R5.4.30,5842870,5842870,〃〃,〃〃,,,架装代,架装代,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250724180003000,1,6,001,000307,202507,,,(株)パブコ,(株)パブコ,8120,30,30,20,R4.12.26,R4.12.26,R5.7.31,R5.7.31,5452106,5452106,〃〃,〃〃,,,架装代,架装代,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250724180003000,1,7,001,000307,202507,,,安全自動車(株),安全自動車(株),8121,30,30,20,R5.2.27,R5.2.27,R5.6.30,R5.6.30,4811785,4811785,〃〃,〃〃,,,整備機器代,整備機器代,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250724180003000,1,8,001,000307,202507,,,(有)沖縄森田特殊サービス,(有)沖縄森田特殊サービス,8122,30,30,20,R5.1.25,R5.1.25,R5.4.30,R5.4.30,4125550,4125550,〃〃,〃〃,,,架装代,架装代,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250724180003000,1,9,001,000307,202507,,,沖縄産機(株),沖縄産機(株),8123,30,30,20,R5.1.25,R5.1.25,R5.4.30,R5.4.30,3851014,3851014,〃〃,〃〃,,,車輌代,車輌代,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250724180003000,1,10,001,000307,202507,,,(資)新垣自動車工場,(資)新垣自動車工場,8124,30,30,20,R5.3.27,R5.3.27,R5.6.30,R5.6.30,2791800,2791800,〃〃,〃〃,,,架装代,架装代,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
20250724180003000,1,11,001,000307,202507,,,アオイ・トータル(株),アオイ・トータル(株),8125,30,30,20,R5.2.27,R5.2.27,R5.6.30,R5.6.30,2200000,2200000,〃〃,〃〃,,,架装代,架装代,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,11,,,testuser
20250724180003000,1,12,001,000307,202507,,,(株)タダノ,(株)タダノ,8126,30,30,20,R5.1.25,R5.1.25,R5.5.31,R5.5.31,2035000,2035000,〃〃,〃〃,,,架装代,架装代,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,12,,,testuser
