ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,payee_name_original,payee_name,payee_com_code,payee_com_code_status_id,payee_comcd_relation_source_type_id,payee_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,balance_original,balance,paying_bank_name_original,paying_bank_name,paying_bank_name_code,paying_bank_branch_name,description_original,description,conf_registration_number,conf_payee_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_payee_name,coord_y_payee_name,coord_h_payee_name,coord_w_payee_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250724180000530,1,1,001,000054,202507,,,(株)榮規,(株)榮規,8156,30,30,20,5.1.10,5.1.10,5.5.5,5.5.5,5000000,5000000,みずほ銀行,みずほ銀行,,調布仙川支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250724180000530,1,2,001,000054,202507,,,(株)榮規,(株)榮規,8156,30,30,20,5.1.10,5.1.10,5.5.5,5.5.5,3000000,3000000,みずほ銀行,みずほ銀行,,調布仙川支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250724180000530,1,3,001,000054,202507,,,(株)ミヨシ,(株)ミヨシ,8155,30,30,20,5.1.10,5.1.10,5.5.5,5.5.5,5000000,5000000,みずほ銀行,みずほ銀行,,調布仙川支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250724180000530,1,4,001,000054,202507,,,(株)ミヨシ,(株)ミヨシ,8155,30,30,20,5.1.10,5.1.10,5.5.5,5.5.5,910000,910000,みずほ銀行,みずほ銀行,,調布仙川支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250724180000530,1,5,001,000054,202507,,,(株)江機,(株)江機,8142,30,30,20,5.1.10,5.1.10,5.5.5,5.5.5,620000,620000,みずほ銀行,みずほ銀行,,調布仙川支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250724180000530,1,6,001,000054,202507,,,(有)ヒロ商運,(有)ヒロ商運,8140,30,30,20,5.1.10,5.1.10,5.5.5,5.5.5,610000,610000,みずほ銀行,みずほ銀行,,調布仙川支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250724180000530,1,7,001,000054,202507,,,(株)H・H,(株)H・H,8157,30,30,20,5.1.10,5.1.10,5.5.5,5.5.5,530000,530000,みずほ銀行,みずほ銀行,,調布仙川支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250724180000530,1,8,001,000054,202507,,,(株)榮規,(株)榮規,8156,30,30,20,5.2.6,5.2.6,5.6.5,5.6.5,5000000,5000000,みずほ銀行,みずほ銀行,,調布仙川支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250724180000530,1,9,001,000054,202507,,,(株)榮規,(株)榮規,8156,30,30,20,5.2.6,5.2.6,5.6.5,5.6.5,3000000,3000000,みずほ銀行,みずほ銀行,,調布仙川支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250724180000530,1,10,001,000054,202507,,,(株)榮規,(株)榮規,8156,30,30,20,5.2.6,5.2.6,5.6.5,5.6.5,260000,260000,みずほ銀行,みずほ銀行,,調布仙川支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
