ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,payee_name_original,payee_name,payee_com_code,payee_com_code_status_id,payee_comcd_relation_source_type_id,payee_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,balance_original,balance,paying_bank_name_original,paying_bank_name,paying_bank_name_code,paying_bank_branch_name,description_original,description,conf_registration_number,conf_payee_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_payee_name,coord_y_payee_name,coord_h_payee_name,coord_w_payee_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250724180003480,1,1,001,001022,202507,,,琉球造船鉄工(株),琉球造船鉄工(株),8235,30,30,20,3.5.31,3.5.31,3.9.5,3.9.5,,2000000,琉球銀行,琉球銀行,,与那原支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250724180003480,1,2,001,001022,202507,,,ミヤギロープ(株),ミヤギロープ(株),8236,30,30,20,3.5.31,3.5.31,3.9.5,3.9.5,,1133000,琉球銀行,琉球銀行,,与那原支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250724180003480,1,3,001,001022,202507,,,(有)浪速丸海事,(有)浪速丸海事,8237,30,30,20,3.5.31,3.5.31,3.9.5,3.9.5,,2076000,琉球銀行,琉球銀行,,与那原支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250724180003480,1,4,001,001022,202507,,,(株)明新建設,(株)明新建設,8238,30,30,20,3.6.10,3.6.10,3.10.5,3.10.5,,14322000,琉球銀行,琉球銀行,,与那原支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250724180003480,1,5,001,001022,202507,,,ミヤギロープ(株),ミヤギロープ(株),8236,30,30,20,3.6.30,3.6.30,3.10.5,3.10.5,,1535000,琉球銀行,琉球銀行,,与那原支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250724180003480,1,6,001,001022,202507,,,琉球開発(株),琉球開発(株),8788,30,30,20,3.6.30,3.6.30,3.10.5,3.10.5,,1804000,琉球銀行,琉球銀行,,与那原支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250724180003480,1,7,001,001022,202507,,,(株)SKK,(株)SKK,8239,30,30,20,3.6.30,3.6.30,3.10.5,3.10.5,,2301728,琉球銀行,琉球銀行,,与那原支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250724180003480,1,8,001,001022,202507,,,(株)明新建設,(株)明新建設,8238,30,30,20,3.7.12,3.7.12,3.10.10,3.10.10,,18654000,琉球銀行,琉球銀行,,与那原支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250724180003480,1,9,001,001022,202507,,,琉球造船鉄工(株),琉球造船鉄工(株),8235,30,30,20,3.8.31,3.8.31,3.12.5,3.12.5,,9202500,琉球銀行,琉球銀行,,与那原支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250724180003480,1,10,001,001022,202507,,,(株)伊禮産業,(株)伊禮産業,8240,30,30,20,3.8.31,3.8.31,3.12.5,3.12.5,,6912000,琉球銀行,琉球銀行,,与那原支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
