ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,payee_name_original,payee_name,payee_com_code,payee_com_code_status_id,payee_comcd_relation_source_type_id,payee_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,balance_original,balance,paying_bank_name_original,paying_bank_name,paying_bank_name_code,paying_bank_branch_name,description_original,description,conf_registration_number,conf_payee_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_payee_name,coord_y_payee_name,coord_h_payee_name,coord_w_payee_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250724180002770,1,1,001,000284,202507,,,三菱ふそうトラック・バス(株),三菱ふそうトラック・バス(株),8630,30,30,20,4.11.30,4.11.30,5.4.5,5.4.5,100076,100076,十八親和銀行,十八親和銀行,,大塔支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250724180002770,1,2,001,000284,202507,,,三菱ふそうトラック・バス(株),三菱ふそうトラック・バス(株),8630,30,30,20,4.12.28,4.12.28,5.5.5,5.5.5,354631,354631,十八親和銀行,十八親和銀行,,大塔支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250724180002770,1,3,001,000284,202507,,,三菱ふそうトラック・バス(株),三菱ふそうトラック・バス(株),8630,30,30,20,4.12.28,4.12.28,5.5.5,5.5.5,129025,129025,十八親和銀行,十八親和銀行,,大塔支店,太陽輸送分裏書,太陽輸送分裏書,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250724180002770,1,4,001,000284,202507,,,三菱ふそうトラック・バス(株),三菱ふそうトラック・バス(株),8630,30,30,20,4.12.28,4.12.28,5.4.5,5.4.5,848866,848866,十八親和銀行,十八親和銀行,,大塔支店,太陽輸送分裏書,太陽輸送分裏書,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250724180002770,1,5,001,000284,202507,,,三菱ふそうトラック・バス(株),三菱ふそうトラック・バス(株),8630,30,30,20,5.1.11,5.1.11,5.6.5,5.6.5,130949,130949,十八親和銀行,十八親和銀行,,大塔支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250724180002770,1,6,001,000284,202507,,,三菱ふそうトラック・バス(株),三菱ふそうトラック・バス(株),8630,30,30,20,5.1.11,5.1.11,4.6.5,4.6.5,649506,649506,十八親和銀行,十八親和銀行,,大塔支店,太陽輸送分裏書,太陽輸送分裏書,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250724180002770,1,7,001,000284,202507,,,三菱ふそうトラック・バス(株),三菱ふそうトラック・バス(株),8630,30,30,20,5.3.11,5.3.11,5.8.5,5.8.5,2623943,2623943,十八親和銀行,十八親和銀行,,大塔支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250724180002770,1,8,001,000284,202507,,,(株)トラックパーツ西九州,(株)トラックパーツ西九州,8631,30,30,20,4.12.21,4.12.21,5.4.5,5.4.5,176000,176000,十八親和銀行,十八親和銀行,,大塔支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250724180002770,1,9,001,000284,202507,,,(株)トラックパーツ西九州,(株)トラックパーツ西九州,8631,30,30,20,5.1.31,5.1.31,5.5.5,5.5.5,385000,385000,十八親和銀行,十八親和銀行,,大塔支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250724180002770,1,10,001,000284,202507,,,九州日野自動車(株),九州日野自動車(株),8632,30,30,20,5.3.31,5.3.31,5.7.5,5.7.5,261855,261855,十八親和銀行,十八親和銀行,,大塔支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
