ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,payee_name_original,payee_name,payee_com_code,payee_com_code_status_id,payee_comcd_relation_source_type_id,payee_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,balance_original,balance,paying_bank_name_original,paying_bank_name,paying_bank_name_code,paying_bank_branch_name,description_original,description,conf_registration_number,conf_payee_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_payee_name,coord_y_payee_name,coord_h_payee_name,coord_w_payee_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250724180002260,1,1,001,000233,202507,,,(有)サタケ工業,(有)サタケ工業,8944,30,30,20,5.4.20,5.4.20,5.9.5,5.9.5,621685,621685,中国銀行,中国銀行,,神辺支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250724180002260,1,2,001,000233,202507,,,(有)サタケ工業,(有)サタケ工業,8944,30,30,20,5.5.22,5.5.22,5.10.5,5.10.5,645621,645621,中国銀行,中国銀行,,神辺支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250724180002260,1,3,001,000233,202507,,,(有)サタケ工業,(有)サタケ工業,8944,30,30,20,5.7.20,5.7.20,5.12.5,5.12.5,719879,719879,中国銀行,中国銀行,,神辺支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250724180002260,1,4,001,000233,202507,,,(有)サタケ工業,(有)サタケ工業,8944,30,30,20,5.8.21,5.8.21,6.1.5,6.1.5,202156,202156,中国銀行,中国銀行,,神辺支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250724180002260,1,5,001,000233,202507,,,備後フォークリフト(株),備後フォークリフト(株),8945,30,30,20,5.4.20,5.4.20,5.9.5,5.9.5,6938680,6938680,中国銀行,中国銀行,,神辺支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250724180002260,1,6,001,000233,202507,,,備後フォークリフト(株),備後フォークリフト(株),8945,30,30,20,5.5.22,5.5.22,5.10.5,5.10.5,220641,220641,中国銀行,中国銀行,,神辺支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250724180002260,1,7,001,000233,202507,,,備後フォークリフト(株),備後フォークリフト(株),8945,30,30,20,5.7.20,5.7.20,5.12.5,5.12.5,616049,616049,中国銀行,中国銀行,,神辺支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250724180002260,1,8,001,000233,202507,,,内海(株),内海(株),8946,30,30,20,5.6.20,5.6.20,5.9.5,5.9.5,276918,276918,中国銀行,中国銀行,,神辺支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250724180002260,1,9,001,000233,202507,,,内海(株),内海(株),8946,30,30,20,5.7.20,5.7.20,5.10.5,5.10.5,122203,122203,中国銀行,中国銀行,,神辺支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250724180002260,1,10,001,000233,202507,,,谷本電業(有),谷本電業(有),8947,30,30,20,5.4.20,5.4.20,5.9.5,5.9.5,112640,112640,中国銀行,中国銀行,,神辺支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
