ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,payee_name_original,payee_name,payee_com_code,payee_com_code_status_id,payee_comcd_relation_source_type_id,payee_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,balance_original,balance,paying_bank_name_original,paying_bank_name,paying_bank_name_code,paying_bank_branch_name,description_original,description,conf_registration_number,conf_payee_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_payee_name,coord_y_payee_name,coord_h_payee_name,coord_w_payee_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250724180003340,1,1,001,000343,202507,,,(株)アルパック,(株)アルパック,8695,30,30,20,,,5.12.15,5.12.15,9000000,9000000,三菱UFJ銀行,三菱UFJ銀行,,天神橋支店,3枚,3枚,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250724180003340,1,2,001,000343,202507,,,アルバックテクノ(株),アルバックテクノ(株),8664,30,30,20,,,5.11.15,5.11.15,3000000,3000000,三菱UFJ銀行,三菱UFJ銀行,,天神橋支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250724180003340,1,3,001,000343,202507,,,片岡化学工業(株),片岡化学工業(株),8696,30,30,20,,,5.11.15,5.11.15,9739356,9739356,三菱UFJ銀行,三菱UFJ銀行,,天神橋支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250724180003340,1,4,001,000343,202507,,,京都電子工業(株),京都電子工業(株),8697,30,30,20,,,5.12.15,5.12.15,8000000,8000000,三菱UFJ銀行,三菱UFJ銀行,,天神橋支店,2枚,2枚,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250724180003340,1,5,001,000343,202507,,,(株)共立理化学研究所,(株)共立理化学研究所,8698,30,30,20,,,5.10.15,5.10.15,3000000,3000000,三菱UFJ銀行,三菱UFJ銀行,,天神橋支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250724180003340,1,6,001,000343,202507,,,ジーエルサイエンス(株),ジーエルサイエンス(株),8699,30,30,20,,,5.11.15,5.11.15,3000000,3000000,三菱UFJ銀行,三菱UFJ銀行,,天神橋支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250724180003340,1,7,001,000343,202507,,,柴田科学(株),柴田科学(株),8700,30,30,20,,,6.1.15,6.1.15,17560362,17560362,三菱UFJ銀行,三菱UFJ銀行,,天神橋支店,4枚,4枚,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250724180003340,1,8,001,000343,202507,,,宝産業(株),宝産業(株),8701,30,30,20,,,6.1.15,6.1.15,3000000,3000000,三菱UFJ銀行,三菱UFJ銀行,,天神橋支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250724180003340,1,9,001,000343,202507,,,日東エアナリテック(株),日東エアナリテック(株),8702,30,30,20,,,5.12.15,5.12.15,5000000,5000000,三菱UFJ銀行,三菱UFJ銀行,,天神橋支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250724180003340,1,10,001,000343,202507,,,東京理化器械(株),東京理化器械(株),8703,30,30,20,,,6.1.15,6.1.15,26000000,26000000,三菱UFJ銀行,三菱UFJ銀行,,天神橋支店,5枚,5枚,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
20250724180003340,1,11,001,000343,202507,,,(株)日立ハイテクフィールデイング,(株)日立ハイテクフィールデイング,8704,30,30,20,,,5.12.15,5.12.15,10630170,10630170,三菱UFJ銀行,三菱UFJ銀行,,天神橋支店,3枚,3枚,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,11,,,testuser
20250724180003340,1,12,001,000343,202507,,,(株)堀場製作所,(株)堀場製作所,8705,30,30,20,,,5.10.15,5.10.15,10000000,10000000,三菱UFJ銀行,三菱UFJ銀行,,天神橋支店,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,12,,,testuser
20250724180003340,1,13,001,000343,202507,,,(株)堀場アドバンスドテクノ,(株)堀場アドバンスドテクノ,8706,30,30,20,,,5.12.15,5.12.15,23000000,23000000,三菱UFJ銀行,三菱UFJ銀行,,天神橋支店,5枚,5枚,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,13,,,testuser
20250724180003340,1,14,001,000343,202507,,,(株)堀場テクノサービス,(株)堀場テクノサービス,8707,30,30,20,,,5.12.15,5.12.15,39488870,39488870,三菱UFJ銀行,三菱UFJ銀行,,天神橋支店,5枚,5枚,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,14,,,testuser
20250724180003340,1,15,001,000343,202507,,,(株)三ツワフロンテック,(株)三ツワフロンテック,8708,30,30,20,,,6.1.20,6.1.20,39000000,39000000,三菱UFJ銀行,三菱UFJ銀行,,天神橋支店,5枚,5枚,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,15,,,testuser
