ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,payee_name_original,payee_name,payee_com_code,payee_com_code_status_id,payee_comcd_relation_source_type_id,payee_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,balance_original,balance,paying_bank_name_original,paying_bank_name,paying_bank_name_code,paying_bank_branch_name,description_original,description,conf_registration_number,conf_payee_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_payee_name,coord_y_payee_name,coord_h_payee_name,coord_w_payee_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250724180000040,1,1,001,000005,202507,,,函東工業,函東工業,8119,30,30,20,令5.1.20,令5.1.20,令5.4.20,令5.4.20,1558480,1558480,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250724180000040,1,2,001,000005,202507,,,函東工業,函東工業,8119,30,30,20,令5.2.20,令5.2.20,令5.5.20,令5.5.20,18700000,18700000,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250724180000040,1,3,001,000005,202507,,,函東工業,函東工業,8119,30,30,20,令5.3.20,令5.3.20,令5.6.20,令5.6.20,693000,693000,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250724180000040,1,4,001,000005,202507,,,河野組,河野組,8112,30,30,20,令5.1.20,令5.1.20,令5.4.20,令5.4.20,6050000,6050000,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250724180000040,1,5,001,000005,202507,,,河野組,河野組,8112,30,30,20,令5.2.20,令5.2.20,令5.5.20,令5.5.20,6050000,6050000,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250724180000040,1,6,001,000005,202507,,,河野組,河野組,8112,30,30,20,令5.3.20,令5.3.20,令5.6.20,令5.6.20,6050000,6050000,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250724180000040,1,7,001,000005,202507,,,力ナモト,力ナモト,8116,30,30,20,令4.12.20,令4.12.20,令5.4.20,令5.4.20,1585975,1585975,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250724180000040,1,8,001,000005,202507,,,力ナモト,力ナモト,8116,30,30,20,令5.1.20,令5.1.20,令5.5.20,令5.5.20,3302120,3302120,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250724180000040,1,9,001,000005,202507,,,力ナモト,力ナモト,8116,30,30,20,令5.2.20,令5.2.20,令5.6.20,令5.6.20,2440262,2440262,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250724180000040,1,10,001,000005,202507,,,力ナモト,力ナモト,8116,30,30,20,令5.3.20,令5.3.20,令5.7.20,令5.7.20,4300966,4300966,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
20250724180000040,1,11,001,000005,202507,,,下海岸砂利工業,下海岸砂利工業,8118,30,30,20,令5.1.20,令5.1.20,令5.4.20,令5.4.20,1164620,1164620,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,11,,,testuser
20250724180000040,1,12,001,000005,202507,,,下海岸砂利工業,下海岸砂利工業,8118,30,30,20,令5.2.20,令5.2.20,令5.5.20,令5.5.20,4665400,4665400,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,12,,,testuser
20250724180000040,1,13,001,000005,202507,,,下海岸砂利工業,下海岸砂利工業,8118,30,30,20,令5.3.20,令5.3.20,令5.6.20,令5.6.20,2893550,2893550,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,13,,,testuser
20250724180000040,1,14,001,000005,202507,,,工藤組,工藤組,8115,30,30,20,令5.1.20,令5.1.20,令5.4.20,令5.4.20,3611795,3611795,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,14,,,testuser
20250724180000040,1,15,001,000005,202507,,,工藤組,工藤組,8115,30,30,20,令5.2.20,令5.2.20,令5.5.20,令5.5.20,1991165,1991165,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,15,,,testuser
20250724180000040,1,16,001,000005,202507,,,工藤組,工藤組,8115,30,30,20,令5.3.20,令5.3.20,令5.6.20,令5.6.20,984060,984060,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,16,,,testuser
20250724180000040,1,17,001,000005,202507,,,新広商事,新広商事,8123,30,30,20,令5.1.20,令5.1.20,令5.4.20,令5.4.20,3399851,3399851,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,17,,,testuser
20250724180000040,1,18,001,000005,202507,,,新広商事,新広商事,8123,30,30,20,令5.2.20,令5.2.20,令5.5.20,令5.5.20,864776,864776,,,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,18,,,testuser
