ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,payee_name_original,payee_name,payee_com_code,payee_com_code_status_id,payee_comcd_relation_source_type_id,payee_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,balance_original,balance,paying_bank_name_original,paying_bank_name,paying_bank_name_code,paying_bank_branch_name,description_original,description,conf_registration_number,conf_payee_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_payee_name,coord_y_payee_name,coord_h_payee_name,coord_w_payee_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250724180003510,1,1,001,003007,202507,,,関東化学(株),関東化学(株),8175,30,30,20,R5.9.10,R5.9.10,R6.1.10,R6.1.10,13624925,13624925,中国銀行清水支店,中国銀行清水支店,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250724180003510,1,2,001,003007,202507,,,関東化学(株),関東化学(株),8175,30,30,20,R5.10.10,R5.10.10,R6.2.10,R6.2.10,11278841,11278841,中国銀行清水支店,中国銀行清水支店,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250724180003510,1,3,001,003007,202507,,,関東化学(株),関東化学(株),8175,30,30,20,R5.11.10,R5.11.10,R6.3.10,R6.3.10,17162984,17162984,中国銀行清水支店,中国銀行清水支店,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250724180003510,1,4,001,003007,202507,,,関東化学(株),関東化学(株),8175,30,30,20,R5.12.10,R5.12.10,R6.4.10,R6.4.10,12880760,12880760,中国銀行清水支店,中国銀行清水支店,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250724180003510,1,5,001,003007,202507,,,ナカライテスク(株),ナカライテスク(株),8176,30,30,20,R5.11.10,R5.11.10,R5.12.31,R5.12.31,4846463,4846463,中国銀行清水支店,中国銀行清水支店,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250724180003510,1,6,001,003007,202507,,,ナカライテスク(株),ナカライテスク(株),8176,30,30,20,R5.12.10,R5.12.10,R6.1.31,R6.1.31,6138301,6138301,中国銀行清水支店,中国銀行清水支店,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250724180003510,1,7,001,003007,202507,,,丸善薬品産業(株),丸善薬品産業(株),8289,30,30,20,R5.9.10,R5.9.10,R5.12.31,R5.12.31,1114051,1114051,中国銀行清水支店,中国銀行清水支店,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250724180003510,1,8,001,003007,202507,,,丸善薬品産業(株),丸善薬品産業(株),8289,30,30,20,R5.10.10,R5.10.10,R6.1.31,R6.1.31,2822773,2822773,中国銀行清水支店,中国銀行清水支店,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250724180003510,1,9,001,003007,202507,,,丸善薬品産業(株),丸善薬品産業(株),8289,30,30,20,R5.11.10,R5.11.10,R6.2.29,R6.2.29,1423171,1423171,中国銀行清水支店,中国銀行清水支店,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250724180003510,1,10,001,003007,202507,,,丸善薬品産業(株),丸善薬品産業(株),8289,30,30,20,R5.12.10,R5.12.10,R5.3.31,R5.3.31,1241017,1241017,中国銀行清水支店,中国銀行清水支店,,,,,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
